#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306777:6396,1752:1752,11/18/17 09:08:37,STABLE BEAMS,2510,3542.181,3445.229,0.7,PLTZERO
306777:6396,1753:1753,11/18/17 09:09:01,STABLE BEAMS,2510,3542.878,3445.382,0.7,PLTZERO
306777:6396,1754:1754,11/18/17 09:09:24,STABLE BEAMS,2510,3542.902,3445.714,0.7,PLTZERO
306777:6396,1755:1755,11/18/17 09:09:47,STABLE BEAMS,2510,3541.830,3444.609,0.7,PLTZERO
306777:6396,1756:1756,11/18/17 09:10:11,STABLE BEAMS,2510,3541.434,3444.498,0.7,PLTZERO
306777:6396,1757:1757,11/18/17 09:10:34,STABLE BEAMS,2510,3541.547,3443.951,0.7,PLTZERO
306777:6396,1758:1758,11/18/17 09:10:57,STABLE BEAMS,2510,3542.257,3445.562,0.7,PLTZERO
306777:6396,1759:1759,11/18/17 09:11:20,STABLE BEAMS,2510,3541.320,3444.184,0.7,PLTZERO
306777:6396,1760:1760,11/18/17 09:11:44,STABLE BEAMS,2510,3541.456,3444.536,0.7,PLTZERO
306777:6396,1761:1761,11/18/17 09:12:07,STABLE BEAMS,2510,3538.539,3441.841,0.7,PLTZERO
306777:6396,1762:1762,11/18/17 09:12:30,STABLE BEAMS,2510,3539.762,3442.870,0.7,PLTZERO
306777:6396,1763:1763,11/18/17 09:12:54,STABLE BEAMS,2510,3539.317,3442.054,0.7,PLTZERO
306777:6396,1764:1764,11/18/17 09:13:17,STABLE BEAMS,2510,3540.983,3443.544,0.7,PLTZERO
306777:6396,1765:1765,11/18/17 09:13:40,STABLE BEAMS,2510,3535.317,3437.959,0.7,PLTZERO
306777:6396,1766:1766,11/18/17 09:14:04,STABLE BEAMS,2510,3538.572,3441.514,0.7,PLTZERO
306777:6396,1767:1767,11/18/17 09:14:27,STABLE BEAMS,2510,3534.965,3437.336,0.7,PLTZERO
306777:6396,1768:1768,11/18/17 09:14:50,STABLE BEAMS,2510,3536.938,3439.855,0.7,PLTZERO
306777:6396,1769:1769,11/18/17 09:15:14,STABLE BEAMS,2510,3534.369,3439.482,0.7,PLTZERO
306777:6396,1770:1770,11/18/17 09:15:37,STABLE BEAMS,2510,3537.039,3442.703,0.7,PLTZERO
306777:6396,1771:1771,11/18/17 09:16:00,STABLE BEAMS,2510,3537.573,3443.164,0.7,PLTZERO
306777:6396,1772:1772,11/18/17 09:16:23,STABLE BEAMS,2510,3535.594,3440.561,0.7,PLTZERO
306777:6396,1773:1773,11/18/17 09:16:47,STABLE BEAMS,2510,3535.508,3441.166,0.7,PLTZERO
306777:6396,1774:1774,11/18/17 09:17:10,STABLE BEAMS,2510,3533.334,3439.046,0.7,PLTZERO
306777:6396,1775:1775,11/18/17 09:17:33,STABLE BEAMS,2510,3535.152,3440.479,0.7,PLTZERO
306777:6396,1776:1776,11/18/17 09:17:57,STABLE BEAMS,2510,3531.717,3437.667,0.7,PLTZERO
306777:6396,1777:1777,11/18/17 09:18:20,STABLE BEAMS,2510,3531.818,3437.752,0.7,PLTZERO
306777:6396,1778:1778,11/18/17 09:18:43,STABLE BEAMS,2510,3529.313,3434.318,0.7,PLTZERO
306777:6396,1779:1779,11/18/17 09:19:07,STABLE BEAMS,2510,3529.995,3384.060,0.7,PLTZERO
306777:6396,1780:1780,11/18/17 09:19:30,STABLE BEAMS,2510,3530.742,3433.859,0.7,PLTZERO
306777:6396,1781:1781,11/18/17 09:19:53,STABLE BEAMS,2510,3529.765,3432.663,0.7,PLTZERO
306777:6396,1782:1782,11/18/17 09:20:17,STABLE BEAMS,2510,3042.592,2961.751,0.7,PLTZERO
306777:6396,1783:1783,11/18/17 09:20:40,STABLE BEAMS,2510,427.363,421.012,0.1,PLTZERO
306777:6396,1784:1784,11/18/17 09:21:03,STABLE BEAMS,2510,1361.648,1336.889,0.2,PLTZERO
306777:6396,1785:1785,11/18/17 09:21:27,STABLE BEAMS,2510,2806.542,2739.630,0.4,PLTZERO
306777:6396,1786:1786,11/18/17 09:21:50,STABLE BEAMS,2510,3406.906,3315.522,0.7,PLTZERO
306777:6396,1787:1787,11/18/17 09:22:13,STABLE BEAMS,2510,2492.447,2435.831,0.6,PLTZERO
306777:6396,1788:1788,11/18/17 09:22:36,STABLE BEAMS,2510,1045.898,1026.571,0.4,PLTZERO
306777:6396,1789:1789,11/18/17 09:23:00,STABLE BEAMS,2510,1278.853,1249.278,0.1,PLTZERO
306777:6396,1790:1790,11/18/17 09:23:23,STABLE BEAMS,2510,1481.381,1444.710,0.7,PLTZERO
306777:6396,1791:1791,11/18/17 09:23:46,STABLE BEAMS,2510,665.217,654.919,0.0,PLTZERO
306777:6396,1792:1792,11/18/17 09:24:10,STABLE BEAMS,2510,2120.899,2076.464,0.3,PLTZERO
306777:6396,1793:1793,11/18/17 09:24:33,STABLE BEAMS,2510,3279.361,3194.259,0.6,PLTZERO
306777:6396,1794:1794,11/18/17 09:24:56,STABLE BEAMS,2510,3108.653,3030.216,0.7,PLTZERO
306777:6396,1795:1795,11/18/17 09:25:20,STABLE BEAMS,2510,1579.661,1549.681,0.4,PLTZERO
306777:6396,1796:1796,11/18/17 09:25:43,STABLE BEAMS,2510,506.309,498.619,0.2,PLTZERO
306777:6396,1797:1797,11/18/17 09:26:06,STABLE BEAMS,2510,2559.716,2493.128,0.1,PLTZERO
306777:6396,1798:1798,11/18/17 09:26:30,STABLE BEAMS,2510,3521.805,3425.132,0.7,PLTZERO
306777:6396,1799:1799,11/18/17 09:26:53,STABLE BEAMS,2510,3519.456,3423.028,0.7,PLTZERO
306777:6396,1800:1800,11/18/17 09:27:16,STABLE BEAMS,2510,3520.669,3424.331,0.7,PLTZERO
306777:6396,1801:1801,11/18/17 09:27:40,STABLE BEAMS,2510,3520.055,3423.487,0.7,PLTZERO
306777:6396,1802:1802,11/18/17 09:28:03,STABLE BEAMS,2510,3520.612,3424.671,0.7,PLTZERO
306777:6396,1803:1803,11/18/17 09:28:26,STABLE BEAMS,2510,3519.751,3423.814,0.7,PLTZERO
306777:6396,1804:1804,11/18/17 09:28:49,STABLE BEAMS,2510,3518.019,3421.363,0.7,PLTZERO
306777:6396,1805:1805,11/18/17 09:29:13,STABLE BEAMS,2510,3519.555,3423.171,0.7,PLTZERO
306777:6396,1806:1806,11/18/17 09:29:36,STABLE BEAMS,2510,3517.925,3421.110,0.7,PLTZERO
306777:6396,1807:1807,11/18/17 09:29:59,STABLE BEAMS,2510,3516.064,3420.400,0.7,PLTZERO
306777:6396,1808:1808,11/18/17 09:30:23,STABLE BEAMS,2510,3513.814,3417.863,0.7,PLTZERO
306777:6396,1809:1809,11/18/17 09:30:46,STABLE BEAMS,2510,3514.367,3418.012,0.7,PLTZERO
306777:6396,1810:1810,11/18/17 09:31:09,STABLE BEAMS,2510,3512.277,3417.043,0.7,PLTZERO
306777:6396,1811:1811,11/18/17 09:31:33,STABLE BEAMS,2510,3513.114,3419.198,0.7,PLTZERO
306777:6396,1812:1812,11/18/17 09:31:56,STABLE BEAMS,2510,3513.872,3420.180,0.7,PLTZERO
306777:6396,1813:1813,11/18/17 09:32:19,STABLE BEAMS,2510,3514.206,3420.719,0.7,PLTZERO
306777:6396,1814:1814,11/18/17 09:32:43,STABLE BEAMS,2510,3513.389,3420.094,0.7,PLTZERO
306777:6396,1815:1815,11/18/17 09:33:06,STABLE BEAMS,2510,3508.805,3415.239,0.7,PLTZERO
306777:6396,1816:1816,11/18/17 09:33:29,STABLE BEAMS,2510,3511.317,3417.692,0.7,PLTZERO
306777:6396,1817:1817,11/18/17 09:33:52,STABLE BEAMS,2510,3508.486,3415.201,0.7,PLTZERO
306777:6396,1818:1818,11/18/17 09:34:16,STABLE BEAMS,2510,3509.227,3415.568,0.7,PLTZERO
306777:6396,1819:1819,11/18/17 09:34:39,STABLE BEAMS,2510,3509.093,3415.484,0.7,PLTZERO
306777:6396,1820:1820,11/18/17 09:35:02,STABLE BEAMS,2510,3508.503,3413.813,0.7,PLTZERO
306777:6396,1821:1821,11/18/17 09:35:26,STABLE BEAMS,2510,3509.193,3414.040,0.7,PLTZERO
306777:6396,1822:1822,11/18/17 09:35:49,STABLE BEAMS,2510,3507.967,3412.640,0.7,PLTZERO
306777:6396,1823:1823,11/18/17 09:36:12,STABLE BEAMS,2510,3485.645,3390.935,0.7,PLTZERO
306777:6396,1824:1824,11/18/17 09:36:35,STABLE BEAMS,2510,3463.929,3369.863,0.7,BCM1F
306777:6396,1825:1825,11/18/17 09:36:59,STABLE BEAMS,2510,3513.543,3418.082,0.7,BCM1F
306777:6396,1826:1826,11/18/17 09:37:22,STABLE BEAMS,2510,3543.706,3447.358,0.7,PLTZERO
306777:6396,1827:1827,11/18/17 09:37:45,STABLE BEAMS,2510,3542.538,3446.089,0.7,PLTZERO
306777:6396,1828:1828,11/18/17 09:38:09,STABLE BEAMS,2510,3542.155,3445.926,0.7,PLTZERO
306777:6396,1829:1829,11/18/17 09:38:32,STABLE BEAMS,2510,3543.419,3447.233,0.7,PLTZERO
306777:6396,1830:1830,11/18/17 09:38:55,STABLE BEAMS,2510,3539.856,3443.394,0.7,PLTZERO
306777:6396,1831:1831,11/18/17 09:39:19,STABLE BEAMS,2510,3540.036,3444.836,0.7,PLTZERO
306777:6396,1832:1832,11/18/17 09:39:42,STABLE BEAMS,2510,3541.265,3446.972,0.7,PLTZERO
306777:6396,1833:1833,11/18/17 09:40:05,STABLE BEAMS,2510,3541.896,3447.436,0.7,PLTZERO
306777:6396,1834:1834,11/18/17 09:40:29,STABLE BEAMS,2510,3537.886,3443.950,0.7,PLTZERO
306777:6396,1835:1835,11/18/17 09:40:52,STABLE BEAMS,2510,3539.415,3445.528,0.7,PLTZERO
306777:6396,1836:1836,11/18/17 09:41:15,STABLE BEAMS,2510,3537.668,3443.474,0.7,PLTZERO
306777:6396,1837:1837,11/18/17 09:41:39,STABLE BEAMS,2510,3539.222,3445.265,0.7,PLTZERO
306777:6396,1838:1838,11/18/17 09:42:02,STABLE BEAMS,2510,3537.384,3443.295,0.7,PLTZERO
306777:6396,1839:1839,11/18/17 09:42:25,STABLE BEAMS,2510,3537.764,3443.915,0.7,PLTZERO
306777:6396,1840:1840,11/18/17 09:42:48,STABLE BEAMS,2510,3537.257,3443.460,0.7,PLTZERO
306777:6396,1841:1841,11/18/17 09:43:12,STABLE BEAMS,2510,3533.877,3440.426,0.7,PLTZERO
306777:6396,1842:1842,11/18/17 09:43:35,STABLE BEAMS,2510,3534.440,3391.347,0.7,PLTZERO
306777:6396,1843:1843,11/18/17 09:43:58,STABLE BEAMS,2510,3534.858,3440.867,0.7,PLTZERO
306777:6396,1844:1844,11/18/17 09:44:22,STABLE BEAMS,2510,3535.602,3441.694,0.7,PLTZERO
306777:6396,1845:1845,11/18/17 09:44:45,STABLE BEAMS,2510,3531.396,3437.882,0.7,PLTZERO
306777:6396,1846:1846,11/18/17 09:45:08,STABLE BEAMS,2510,3532.885,3439.150,0.7,PLTZERO
306777:6396,1847:1847,11/18/17 09:45:32,STABLE BEAMS,2510,3533.430,3439.709,0.7,PLTZERO
306777:6396,1848:1848,11/18/17 09:45:55,STABLE BEAMS,2510,3530.752,3437.327,0.7,PLTZERO
306777:6396,1849:1849,11/18/17 09:46:18,STABLE BEAMS,2510,3529.990,3436.549,0.7,PLTZERO
306777:6396,1850:1850,11/18/17 09:46:42,STABLE BEAMS,2510,3525.090,3431.716,0.7,PLTZERO
306777:6396,1851:1851,11/18/17 09:47:05,STABLE BEAMS,2510,3527.925,3434.243,0.7,PLTZERO
306777:6396,1852:1852,11/18/17 09:47:28,STABLE BEAMS,2510,3526.402,3433.218,0.7,PLTZERO
306777:6396,1853:1853,11/18/17 09:47:52,STABLE BEAMS,2510,3527.597,3434.570,0.7,PLTZERO
306777:6396,1854:1854,11/18/17 09:48:15,STABLE BEAMS,2510,3526.606,3433.221,0.7,PLTZERO
306777:6396,1855:1855,11/18/17 09:48:38,STABLE BEAMS,2510,3526.673,3433.684,0.7,PLTZERO
306777:6396,1856:1856,11/18/17 09:49:01,STABLE BEAMS,2510,3527.385,3434.321,0.7,PLTZERO
306777:6396,1857:1857,11/18/17 09:49:25,STABLE BEAMS,2510,3525.227,3333.508,0.7,PLTZERO
306777:6396,1858:1858,11/18/17 09:49:48,STABLE BEAMS,2510,3524.665,3431.458,0.7,PLTZERO
306777:6396,1859:1859,11/18/17 09:50:11,STABLE BEAMS,2510,3524.041,3426.080,0.7,PLTZERO
306777:6396,1860:1860,11/18/17 09:50:35,STABLE BEAMS,2510,3522.963,3429.542,0.7,PLTZERO
306777:6396,1861:1861,11/18/17 09:50:58,STABLE BEAMS,2510,3521.528,3428.028,0.7,PLTZERO
306777:6396,1862:1862,11/18/17 09:51:21,STABLE BEAMS,2510,3518.943,3424.501,0.7,PLTZERO
306777:6396,1863:1863,11/18/17 09:51:45,STABLE BEAMS,2510,3520.952,3425.595,0.7,PLTZERO
306777:6396,1864:1864,11/18/17 09:52:08,STABLE BEAMS,2510,3518.437,3423.620,0.7,PLTZERO
306777:6396,1865:1865,11/18/17 09:52:31,STABLE BEAMS,2510,3518.367,3423.780,0.7,PLTZERO
306777:6396,1866:1866,11/18/17 09:52:55,STABLE BEAMS,2510,3519.582,3424.752,0.7,PLTZERO
306777:6396,1867:1867,11/18/17 09:53:18,STABLE BEAMS,2510,3517.638,3422.761,0.7,PLTZERO
306777:6396,1868:1868,11/18/17 09:53:41,STABLE BEAMS,2510,3517.266,3422.153,0.7,PLTZERO
306777:6396,1869:1869,11/18/17 09:54:04,STABLE BEAMS,2510,3514.185,3419.392,0.7,PLTZERO
306777:6396,1870:1870,11/18/17 09:54:28,STABLE BEAMS,2510,3515.560,3420.397,0.7,PLTZERO
306777:6396,1871:1871,11/18/17 09:54:51,STABLE BEAMS,2510,3514.265,3419.350,0.7,PLTZERO
306777:6396,1872:1872,11/18/17 09:55:14,STABLE BEAMS,2510,3514.053,3418.024,0.7,PLTZERO
306777:6396,1873:1873,11/18/17 09:55:38,STABLE BEAMS,2510,3514.553,3419.788,0.7,PLTZERO
306777:6396,1874:1874,11/18/17 09:56:01,STABLE BEAMS,2510,3511.658,3417.063,0.7,PLTZERO
306777:6396,1875:1875,11/18/17 09:56:24,STABLE BEAMS,2510,3513.153,3418.685,0.7,PLTZERO
306777:6396,1876:1876,11/18/17 09:56:48,STABLE BEAMS,2510,3512.089,3417.750,0.7,PLTZERO
306777:6396,1877:1877,11/18/17 09:57:11,STABLE BEAMS,2510,3512.223,3417.450,0.7,PLTZERO
306777:6396,1878:1878,11/18/17 09:57:34,STABLE BEAMS,2510,3513.876,3419.306,0.7,PLTZERO
306777:6396,1879:1879,11/18/17 09:57:58,STABLE BEAMS,2510,3508.596,3414.530,0.7,PLTZERO
306777:6396,1880:1880,11/18/17 09:58:21,STABLE BEAMS,2510,3508.462,3413.935,0.7,PLTZERO
306777:6396,1881:1881,11/18/17 09:58:44,STABLE BEAMS,2510,3509.226,3414.564,0.7,PLTZERO
306777:6396,1882:1882,11/18/17 09:59:08,STABLE BEAMS,2510,3508.409,3413.324,0.7,PLTZERO
306777:6396,1883:1883,11/18/17 09:59:31,STABLE BEAMS,2510,3508.053,3413.052,0.7,PLTZERO
306777:6396,1884:1884,11/18/17 09:59:54,STABLE BEAMS,2510,3509.059,3414.516,0.7,PLTZERO
306777:6396,1885:1885,11/18/17 10:00:17,STABLE BEAMS,2510,3508.497,3414.819,0.7,PLTZERO
306777:6396,1886:1886,11/18/17 10:00:41,STABLE BEAMS,2510,3506.193,3414.013,0.7,PLTZERO
306777:6396,1887:1887,11/18/17 10:01:04,STABLE BEAMS,2510,3504.824,3412.010,0.7,PLTZERO
306777:6396,1888:1888,11/18/17 10:01:27,STABLE BEAMS,2510,3505.225,3412.535,0.7,PLTZERO
306777:6396,1889:1889,11/18/17 10:01:51,STABLE BEAMS,2510,3504.760,3412.360,0.7,PLTZERO
306777:6396,1890:1890,11/18/17 10:02:14,STABLE BEAMS,2510,3505.108,3412.224,0.7,PLTZERO
306777:6396,1891:1891,11/18/17 10:02:37,STABLE BEAMS,2510,3503.431,3406.373,0.7,PLTZERO
306777:6396,1892:1892,11/18/17 10:03:01,STABLE BEAMS,2510,3505.508,3412.663,0.7,PLTZERO
306777:6396,1893:1893,11/18/17 10:03:24,STABLE BEAMS,2510,3501.925,3409.528,0.7,PLTZERO
306777:6396,1894:1894,11/18/17 10:03:47,STABLE BEAMS,2510,3502.706,3409.803,0.7,PLTZERO
306777:6396,1895:1895,11/18/17 10:04:11,STABLE BEAMS,2510,3500.355,3405.635,0.7,PLTZERO
306777:6396,1896:1896,11/18/17 10:04:34,STABLE BEAMS,2510,3499.866,3405.395,0.7,PLTZERO
306777:6396,1897:1897,11/18/17 10:04:57,STABLE BEAMS,2510,3500.188,3405.454,0.7,PLTZERO
306777:6396,1898:1898,11/18/17 10:05:21,STABLE BEAMS,2510,3497.728,3402.857,0.7,PLTZERO
306777:6396,1899:1899,11/18/17 10:05:44,STABLE BEAMS,2510,3499.205,3404.804,0.7,PLTZERO
306777:6396,1900:1900,11/18/17 10:06:07,STABLE BEAMS,2510,3496.224,3401.920,0.7,PLTZERO
306777:6396,1901:1901,11/18/17 10:06:30,STABLE BEAMS,2510,3495.959,3401.683,0.7,PLTZERO
306777:6396,1902:1902,11/18/17 10:06:54,STABLE BEAMS,2510,3496.030,3401.945,0.7,PLTZERO
306777:6396,1903:1903,11/18/17 10:07:17,STABLE BEAMS,2510,3497.076,3402.648,0.7,PLTZERO
306777:6396,1904:1904,11/18/17 10:07:40,STABLE BEAMS,2510,3496.207,3401.798,0.7,PLTZERO
306777:6396,1905:1905,11/18/17 10:08:04,STABLE BEAMS,2510,3494.822,3400.694,0.7,PLTZERO
306777:6396,1906:1906,11/18/17 10:08:27,STABLE BEAMS,2510,3492.904,3400.019,0.7,PLTZERO
306777:6396,1907:1907,11/18/17 10:08:50,STABLE BEAMS,2510,3493.922,3400.506,0.7,PLTZERO
306777:6396,1908:1908,11/18/17 10:09:14,STABLE BEAMS,2510,3493.259,3398.310,0.7,PLTZERO
306777:6396,1909:1909,11/18/17 10:09:37,STABLE BEAMS,2510,3492.316,3398.248,0.7,PLTZERO
306777:6396,1910:1910,11/18/17 10:10:00,STABLE BEAMS,2510,3491.770,3392.975,0.7,PLTZERO
306777:6396,1911:1911,11/18/17 10:10:24,STABLE BEAMS,2510,3490.452,3396.270,0.7,PLTZERO
306777:6396,1912:1912,11/18/17 10:10:47,STABLE BEAMS,2510,3492.748,3398.407,0.7,PLTZERO
306777:6396,1913:1913,11/18/17 10:11:10,STABLE BEAMS,2510,3490.015,3396.265,0.7,PLTZERO
306777:6396,1914:1914,11/18/17 10:11:33,STABLE BEAMS,2510,3492.049,3397.770,0.7,PLTZERO
306777:6396,1915:1915,11/18/17 10:11:57,STABLE BEAMS,2510,3488.862,3394.760,0.7,PLTZERO
306777:6396,1916:1916,11/18/17 10:12:20,STABLE BEAMS,2510,3489.135,3394.937,0.7,PLTZERO
306777:6396,1917:1917,11/18/17 10:12:43,STABLE BEAMS,2510,3489.289,3395.103,0.7,PLTZERO
306777:6396,1918:1918,11/18/17 10:13:07,STABLE BEAMS,2510,3489.036,3395.146,0.7,PLTZERO
306777:6396,1919:1919,11/18/17 10:13:30,STABLE BEAMS,2510,3485.894,3392.490,0.7,PLTZERO
306777:6396,1920:1920,11/18/17 10:13:53,STABLE BEAMS,2510,3487.928,3394.077,0.7,PLTZERO
306777:6396,1921:1921,11/18/17 10:14:17,STABLE BEAMS,2510,3488.771,3394.703,0.7,PLTZERO
306777:6396,1922:1922,11/18/17 10:14:40,STABLE BEAMS,2510,3486.137,3392.295,0.7,PLTZERO
306777:6396,1923:1923,11/18/17 10:15:03,STABLE BEAMS,2510,3486.078,3392.407,0.7,PLTZERO
306777:6396,1924:1924,11/18/17 10:15:27,STABLE BEAMS,2510,3485.981,3392.574,0.7,PLTZERO
306777:6396,1925:1925,11/18/17 10:15:50,STABLE BEAMS,2510,3485.830,3392.178,0.7,PLTZERO
306777:6396,1926:1926,11/18/17 10:16:13,STABLE BEAMS,2510,3481.958,3388.417,0.7,PLTZERO
306777:6396,1927:1927,11/18/17 10:16:37,STABLE BEAMS,2510,3483.269,3391.016,0.7,PLTZERO
306777:6396,1928:1928,11/18/17 10:17:00,STABLE BEAMS,2510,3484.166,3392.572,0.7,PLTZERO
306777:6396,1929:1929,11/18/17 10:17:23,STABLE BEAMS,2510,3483.497,3392.142,0.7,PLTZERO
306777:6396,1930:1930,11/18/17 10:17:46,STABLE BEAMS,2510,3481.668,3390.145,0.7,PLTZERO
306777:6396,1931:1931,11/18/17 10:18:10,STABLE BEAMS,2510,3480.011,3388.597,0.7,PLTZERO
306777:6396,1932:1932,11/18/17 10:18:33,STABLE BEAMS,2510,3480.325,3388.909,0.7,PLTZERO
306777:6396,1933:1933,11/18/17 10:18:56,STABLE BEAMS,2510,3479.601,3388.405,0.7,PLTZERO
306777:6396,1934:1934,11/18/17 10:19:20,STABLE BEAMS,2510,3479.337,3339.414,0.7,PLTZERO
306777:6396,1935:1935,11/18/17 10:19:43,STABLE BEAMS,2510,3479.117,3388.017,0.7,PLTZERO
306777:6396,1936:1936,11/18/17 10:20:06,STABLE BEAMS,2510,3476.620,3384.514,0.7,PLTZERO
306777:6396,1937:1937,11/18/17 10:20:30,STABLE BEAMS,2510,3476.394,3383.513,0.7,PLTZERO
306777:6396,1938:1938,11/18/17 10:20:53,STABLE BEAMS,2510,3476.186,3382.482,0.7,PLTZERO
306777:6396,1939:1939,11/18/17 10:21:16,STABLE BEAMS,2510,3478.608,3385.052,0.7,PLTZERO
306777:6396,1940:1940,11/18/17 10:21:40,STABLE BEAMS,2510,3476.204,3383.353,0.7,PLTZERO
306777:6396,1941:1941,11/18/17 10:22:03,STABLE BEAMS,2510,3475.225,3381.584,0.7,PLTZERO
306777:6396,1942:1942,11/18/17 10:22:26,STABLE BEAMS,2510,3472.946,3379.490,0.7,PLTZERO
306777:6396,1943:1943,11/18/17 10:22:49,STABLE BEAMS,2510,3475.658,3382.005,0.7,PLTZERO
306777:6396,1944:1944,11/18/17 10:23:13,STABLE BEAMS,2510,3473.499,3380.397,0.7,PLTZERO
306777:6396,1945:1945,11/18/17 10:23:36,STABLE BEAMS,2510,3469.982,3376.734,0.7,PLTZERO
306777:6396,1946:1946,11/18/17 10:23:59,STABLE BEAMS,2510,3470.890,3377.983,0.7,PLTZERO
306777:6396,1947:1947,11/18/17 10:24:23,STABLE BEAMS,2510,3473.849,3382.189,0.7,PLTZERO
306777:6396,1948:1948,11/18/17 10:24:46,STABLE BEAMS,2510,3471.697,3380.389,0.7,PLTZERO
306777:6396,1949:1949,11/18/17 10:25:09,STABLE BEAMS,2510,3471.536,3380.408,0.7,PLTZERO
306777:6396,1950:1950,11/18/17 10:25:33,STABLE BEAMS,2510,3468.932,3378.042,0.7,PLTZERO
306777:6396,1951:1951,11/18/17 10:25:56,STABLE BEAMS,2510,3471.021,3380.046,0.7,PLTZERO
306777:6396,1952:1952,11/18/17 10:26:19,STABLE BEAMS,2510,3464.948,3374.438,0.7,PLTZERO
306777:6396,1953:1953,11/18/17 10:26:43,STABLE BEAMS,2510,3467.121,3376.605,0.7,PLTZERO
306777:6396,1954:1954,11/18/17 10:27:06,STABLE BEAMS,2510,3466.948,3376.234,0.7,PLTZERO
306777:6396,1955:1955,11/18/17 10:27:29,STABLE BEAMS,2510,3465.836,3374.665,0.7,PLTZERO
306777:6396,1956:1956,11/18/17 10:27:53,STABLE BEAMS,2510,3466.240,3375.425,0.7,PLTZERO
306777:6396,1957:1957,11/18/17 10:28:16,STABLE BEAMS,2510,3463.814,3372.375,0.7,PLTZERO
306777:6396,1958:1958,11/18/17 10:28:39,STABLE BEAMS,2510,3465.309,3373.991,0.7,PLTZERO
306777:6396,1959:1959,11/18/17 10:29:02,STABLE BEAMS,2510,3463.194,3372.491,0.7,PLTZERO
306777:6396,1960:1960,11/18/17 10:29:26,STABLE BEAMS,2510,3463.101,3372.246,0.7,PLTZERO
306777:6396,1961:1961,11/18/17 10:29:49,STABLE BEAMS,2510,3461.584,3370.958,0.7,PLTZERO
306777:6396,1962:1962,11/18/17 10:30:12,STABLE BEAMS,2510,3462.047,3371.872,0.7,PLTZERO
306777:6396,1963:1963,11/18/17 10:30:36,STABLE BEAMS,2510,3461.977,3371.703,0.7,PLTZERO
306777:6396,1964:1964,11/18/17 10:30:59,STABLE BEAMS,2510,3458.772,3368.584,0.7,PLTZERO
306777:6396,1965:1965,11/18/17 10:31:22,STABLE BEAMS,2510,3460.806,3370.267,0.7,PLTZERO
306777:6396,1966:1966,11/18/17 10:31:46,STABLE BEAMS,2510,3455.498,3365.040,0.7,PLTZERO
306777:6396,1967:1967,11/18/17 10:32:09,STABLE BEAMS,2510,3459.614,3368.832,0.7,PLTZERO
306777:6396,1968:1968,11/18/17 10:32:32,STABLE BEAMS,2510,3457.676,3367.303,0.7,PLTZERO
306777:6396,1969:1969,11/18/17 10:32:56,STABLE BEAMS,2510,3455.769,3365.669,0.7,PLTZERO
306777:6396,1970:1970,11/18/17 10:33:19,STABLE BEAMS,2510,3455.177,3364.816,0.7,PLTZERO
306777:6396,1971:1971,11/18/17 10:33:42,STABLE BEAMS,2510,3454.929,3364.341,0.7,PLTZERO
306777:6396,1972:1972,11/18/17 10:34:06,STABLE BEAMS,2510,3453.430,3363.002,0.7,PLTZERO
306777:6396,1973:1973,11/18/17 10:34:29,STABLE BEAMS,2510,3456.391,3366.028,0.7,PLTZERO
306777:6396,1974:1974,11/18/17 10:34:52,STABLE BEAMS,2510,3454.145,3364.001,0.7,PLTZERO
306777:6396,1975:1975,11/18/17 10:35:15,STABLE BEAMS,2510,3453.494,3363.489,0.7,PLTZERO
306777:6396,1976:1976,11/18/17 10:35:39,STABLE BEAMS,2510,3453.041,3362.682,0.7,PLTZERO
306777:6396,1977:1977,11/18/17 10:36:02,STABLE BEAMS,2510,3451.219,3361.080,0.7,PLTZERO
306777:6396,1978:1978,11/18/17 10:36:25,STABLE BEAMS,2510,3454.508,3364.071,0.7,PLTZERO
306777:6396,1979:1979,11/18/17 10:36:49,STABLE BEAMS,2510,3453.511,3361.740,0.7,PLTZERO
306777:6396,1980:1980,11/18/17 10:37:12,STABLE BEAMS,2510,3452.009,2360.270,0.7,PLTZERO
306777:6396,1981:1981,11/18/17 10:37:35,STABLE BEAMS,2510,3449.650,3359.319,0.7,PLTZERO
306777:6396,1982:1982,11/18/17 10:37:59,STABLE BEAMS,2510,3449.676,3358.062,0.7,PLTZERO
306777:6396,1983:1983,11/18/17 10:38:22,STABLE BEAMS,2510,3448.099,3356.336,0.7,PLTZERO
306777:6396,1984:1984,11/18/17 10:38:45,STABLE BEAMS,2510,3446.292,3354.277,0.7,PLTZERO
306777:6396,1985:1985,11/18/17 10:39:09,STABLE BEAMS,2510,3446.644,3354.716,0.7,PLTZERO
306777:6396,1986:1986,11/18/17 10:39:32,STABLE BEAMS,2510,3448.412,3356.597,0.7,PLTZERO
306777:6396,1987:1987,11/18/17 10:39:55,STABLE BEAMS,2510,3445.213,3353.133,0.7,PLTZERO
306777:6396,1988:1988,11/18/17 10:40:18,STABLE BEAMS,2510,3446.276,3354.558,0.7,PLTZERO
306777:6396,1989:1989,11/18/17 10:40:42,STABLE BEAMS,2510,3442.540,3350.757,0.7,PLTZERO
306777:6396,1990:1990,11/18/17 10:41:05,STABLE BEAMS,2510,3445.152,3353.165,0.7,PLTZERO
306777:6396,1991:1991,11/18/17 10:41:28,STABLE BEAMS,2510,3443.240,3351.362,0.7,PLTZERO
